ibge,anomes,bpc_ben,bpc_pcd_ben,bpc_idoso_ben,bpc_pcd_val,bpc_idoso_val,bpc_val
412470,202508,287,242,45,367369.24,68310.67,435679.91
412480,202508,196,135,61,204939.55,92599.92,297539.47
412490,202508,145,126,19,192805.25,28843.15,221648.40
412500,202508,455,360,95,546505,144210,690715
412510,202508,216,165,51,251995.18,77418,329413.18
412520,202508,121,84,37,127514.79,56166.02,183680.81
412530,202508,123,53,70,80455.9,106260.13,186716.03
412535,202508,49,43,6,65276.8,9108,74384.8
412540,202508,94,56,38,85011.08,57684.1,142695.18
412545,202508,107,76,31,115372.16,47059.3,162431.46
412550,202508,5838,2558,3280,3889321.51,4982161.39,8871482.90
412555,202508,19,11,8,16698.61,12144,28842.61
412560,202508,829,540,289,821261.99,438703.83,1259965.82
412570,202508,1045,455,590,690738.23,897161.93,1587900.16
412575,202508,119,88,31,133591.66,47058.54,180650.20
412580,202508,198,138,60,209501.14,91082.32,300583.46
412590,202508,36,31,5,47059.73,7590,54649.73
412600,202508,283,216,67,327910.86,101708.55,429619.41
412610,202508,67,30,37,45540.4,56166,101706.4
412620,202508,138,110,28,166982.54,42505.79,209488.33
412625,202508,2938,1480,1458,2249773.59,2213255.31,4463028.90
412627,202508,86,65,21,98676.04,31878.6,130554.64
412630,202508,457,317,140,482678.84,214039.15,696717.99
412635,202508,96,33,63,50095.35,95634,145729.35
412640,202508,125,90,35,136624.08,53132.01,189756.09
412650,202508,389,266,123,403811.9,186715.4,590527.3
412660,202508,660,395,265,599626.31,402270,1001896.31
412665,202508,48,40,8,60720.73,12144,72864.73
412667,202508,320,211,109,320308.84,165462.65,485771.49
412670,202508,84,60,24,91084.71,36432.89,127517.60
412680,202508,397,289,108,440233.74,163945.81,604179.55
412690,202508,160,111,49,168499.87,75900,244399.87
412700,202508,216,132,84,200377.64,127512.23,327889.87
412710,202508,1685,927,758,1407227.16,1150651.58,2557878.74
412720,202508,319,184,135,280841.51,204930.9,485772.41
412730,202508,248,209,39,317272.03,59202.91,376474.94
412740,202508,511,258,253,391653.64,384056.22,775709.86
412750,202508,497,277,220,420500.87,333960.4,754461.27
412760,202508,518,268,250,406845.66,379509.76,786355.42
412770,202508,2596,1442,1154,2192059.98,1751779.44,3943839.42
412780,202508,156,106,50,160915.65,75902.75,236818.40
412785,202508,374,218,156,332449.58,236808.23,569257.81
412788,202508,71,43,28,65278.15,42504,107782.15
412790,202508,135,109,26,165469.19,39468,204937.19
412795,202508,176,124,52,188238.49,78937.45,267175.94
412796,202508,367,223,144,338518.29,218592.4,557110.69
412800,202508,881,500,381,759023.3,578359,1337382.3
412810,202508,3961,2309,1652,3506721.56,2510800.1,6017521.66
412820,202508,1324,774,550,1176519,834917.58,2011436.58
412830,202508,17,13,4,21254.09,6072,27326.09
412840,202508,302,207,95,314233.01,144210.02,458443.03
412850,202508,669,434,235,658830.41,356731.18,1015561.59
412853,202508,205,95,110,144211.93,166980,311191.93
412855,202508,275,150,125,227706.51,189750.4,417456.91
412860,202508,116,76,40,115376.89,60722.43,176099.32
412862,202508,119,85,34,129031.63,51612,180643.63
412863,202508,20,16,4,24288.47,6072,30360.47
412865,202508,50,40,10,60723.15,15181.31,75904.46
412870,202508,143,103,40,156372.11,60724.42,217096.53
412880,202508,104,78,26,118409.03,39468,157877.03
420005,202508,54,46,8,69829.1,12144,81973.1
420010,202508,381,266,115,406842.66,174573.97,581416.63
420020,202508,106,81,25,122968.21,37950,160918.21
420030,202508,41,28,13,42505.87,19734,62239.87
420040,202508,89,68,21,103228.35,31878.2,135106.55
420050,202508,62,45,17,68311.18,25806,94117.18
420055,202508,21,18,3,27324.21,4554,31878.21
420060,202508,56,39,17,59206.83,25806.41,85013.24
420070,202508,142,126,16,191277.15,24288.91,215566.06
420075,202508,10,10,0,15180.45,,15180.45
420080,202508,56,47,9,71348.71,13662,85010.71
420090,202508,64,45,19,68313.52,28842.6,97156.12
420100,202508,199,171,28,259583.66,42504,302087.66
420110,202508,43,39,4,59204.83,6072,65276.83
420120,202508,84,54,30,83495.14,45541.5,129036.64
420125,202508,96,71,25,107779.86,37951.92,145731.78
420127,202508,37,32,5,48576,7590,56166
420130,202508,673,444,229,675575.47,347634.08,1023209.55
420140,202508,1844,1145,699,1738213.02,1062616.48,2800829.50
420150,202508,67,55,12,83490.84,18216,101706.84
420160,202508,45,40,5,60721.08,7590,68311.08
420165,202508,18,14,4,21252.9,6072,27324.9
420170,202508,108,61,47,92602.12,71346.71,163948.83
420180,202508,29,24,5,36432.43,7590.55,44022.98
420190,202508,40,34,6,51614.25,9108,60722.25
420195,202508,217,128,89,194322.54,135109.58,329432.12
420200,202508,1840,852,988,1297955.05,1502839.15,2800794.20
420205,202508,229,156,73,236819.63,110815.55,347635.18
420207,202508,252,157,95,238339.08,144216.72,382555.80
420208,202508,19,18,1,27324.23,1518,28842.23
420209,202508,14,12,2,18216,3036,21252
420210,202508,857,450,407,686178.85,617833.66,1304012.51
420213,202508,80,57,23,86529.33,34914.23,121443.56
420215,202508,27,23,4,34914.72,6072.6,40987.32
420220,202508,59,38,21,57686.12,31879.3,89565.42
420230,202508,1349,889,460,1349550.68,699805.58,2049356.26
420240,202508,3476,2435,1041,3699584.5,1580261.95,5279846.45
420243,202508,74,62,12,94119.87,18216,112335.87
420245,202508,330,160,170,242892.52,258063.23,500955.75
420250,202508,81,51,30,77421.21,45540,122961.21
420253,202508,26,23,3,34914.99,4554,39468.99
420257,202508,19,11,8,16699.1,12144,28843.1
420260,202508,157,133,24,201902.39,36432.44,238334.83
420270,202508,60,38,22,57686.09,33397.1,91083.19
420280,202508,336,253,83,384082.33,125995.36,510077.69
420285,202508,25,18,7,27324,10626.42,37950.42
420287,202508,54,38,16,57685.9,24288,81973.9
420290,202508,1263,878,385,1332865.34,584433.75,1917299.09
420300,202508,1871,1482,389,2251310.43,590511.22,2841821.65
420310,202508,65,45,20,68313.81,30360.53,98674.34
420315,202508,35,28,7,42506.17,10626.99,53133.16
420320,202508,1482,792,690,1202329.42,1047435.83,2249765.25
420325,202508,14,12,2,18216.83,3036.73,21253.56
420330,202508,156,109,47,165468.41,71346,236814.41
420340,202508,239,164,75,248958.34,113850,362808.34
420350,202508,308,225,83,343082.22,125994.83,469077.05
420360,202508,798,645,153,979170.25,233774.12,1212944.37
420370,202508,174,100,74,151809.43,112336.16,264145.59
420380,202508,1610,1105,505,1678975.63,768114.95,2447090.58
420390,202508,255,181,74,274764.18,112332.48,387096.66
420395,202508,273,197,76,299074.09,115370.3,414444.39
420400,202508,243,176,67,267173.41,101706,368879.41
420410,202508,69,54,15,81975.04,22770,104745.04
420415,202508,30,23,7,34914.2,10626,45540.2
420417,202508,91,77,14,116889.23,21252.2,138141.43
420419,202508,19,16,3,24288.6,4554.6,28843.2
420420,202508,3514,2247,1267,3412593.8,1924840.26,5337434.06
420425,202508,91,67,24,101712.85,36432,138144.85
420430,202508,1078,794,284,1205313.91,431113.25,1636427.16
420435,202508,20,16,4,24289.2,6072,30361.2
420440,202508,102,73,29,110816.65,44022,154838.65
420445,202508,31,28,3,42504.48,4554,47058.48
420450,202508,123,69,54,104748.97,81972,186720.97
420455,202508,376,300,76,455420.81,115369.06,570789.87
420460,202508,2971,1888,1083,2869232.09,1644021.91,4513254.00
420470,202508,91,55,36,83490.2,56166,139656.2
420475,202508,8,7,1,10626.46,1518,12144.46
420480,202508,1242,989,253,1502885.19,384057.98,1886943.17
420490,202508,115,85,30,129037.84,45540,174577.84
420500,202508,517,291,226,441758.47,344587.65,786346.12
420510,202508,25,20,5,30361.7,7590,37951.7
420515,202508,35,21,14,31879.52,21252,53131.52
420517,202508,22,19,3,28842.91,4554,33396.91
420519,202508,11,11,0,16699.71,,16699.71
420520,202508,61,42,19,63757.09,28842,92599.09
420530,202508,158,106,52,160913.24,78936.9,239850.14
420535,202508,16,12,4,18216.41,6072,24288.41
420540,202508,11499,7685,3814,11689454.28,5794268.89,17483723.17
420543,202508,35,33,2,50095.11,3036,53131.11
420545,202508,329,239,90,362843.27,136625.84,499469.11
420550,202508,852,730,122,1109716.64,185311.72,1295028.36
420555,202508,47,36,11,54653.93,16699.21,71353.14
420560,202508,79,60,19,91081.03,28842,119923.03
420570,202508,372,201,171,305135.46,259583.09,564718.55
420580,202508,403,226,177,344600.8,268688.28,613289.08
420590,202508,719,467,252,708942.67,382538.07,1091480.74
420600,202508,223,130,93,197350.66,141174.55,338525.21
420610,202508,51,45,6,68312.45,9108.91,77421.36
420620,202508,88,72,16,109301.39,24288.91,133590.30
420630,202508,213,154,59,233782.42,89562,323344.42
420640,202508,82,70,12,106262.92,18216,124478.92
420650,202508,433,246,187,373450.19,283867.4,657317.59
420660,202508,46,36,10,54649.09,15180,69829.09
420665,202508,59,36,23,54649.85,34914.6,89564.45
420670,202508,252,188,64,285395.33,97152,382547.33
420675,202508,20,15,5,22770.2,7590,30360.2
420680,202508,43,35,8,53130.45,12144.6,65275.05
420690,202508,272,200,72,303614.34,109297.89,412912.23
420700,202508,941,606,335,919956.25,508535.1,1428491.35
420710,202508,184,115,69,174580.04,104743.79,279323.83
420720,202508,142,103,39,156362.26,59202.2,215564.46
420730,202508,945,574,371,872906.49,564704.19,1437610.68
420740,202508,72,68,4,103227.6,6072,109299.6
420750,202508,627,437,190,663394.15,288421.34,951815.49
420757,202508,18,15,3,22770,4554,27324
420760,202508,36,29,7,44023.26,10626.8,54650.06
420765,202508,68,46,22,69829.65,33396,103225.65
420768,202508,62,53,9,80456.66,13662,94118.66
420770,202508,76,62,14,94118.11,21252,115370.11
420775,202508,49,42,7,63757.08,10626,74383.08
420780,202508,226,172,54,262620.77,81972,344592.77
420785,202508,29,20,9,30360.11,13662,44022.11
420790,202508,160,129,31,195826.48,47058,242884.48
420800,202508,86,69,17,104747.24,25806,130553.24
420810,202508,340,253,87,385595.51,132066,517661.51
420820,202508,3788,2264,1524,3441520.1,2313463.54,5754983.64
420830,202508,995,573,422,871390,642128.7,1513518.7
420840,202508,155,107,48,162429.82,72864,235293.82
420845,202508,645,324,321,491862.92,487288.94,979151.86
420850,202508,356,282,74,428085.39,113850.3,541935.69
420860,202508,63,49,14,74386.47,21252,95638.47
420870,202508,193,145,48,220115.89,72864,292979.89
420880,202508,263,172,91,261115.35,138140.33,399255.68
420890,202508,1390,811,579,1232690.3,880448.89,2113139.19
420895,202508,20,16,4,24288.39,6072,30360.39
420900,202508,470,354,116,538901.76,176090.46,714992.22
420910,202508,8167,4890,3277,7431113.23,4979116.18,12410229.41
420915,202508,66,57,9,86527.73,13662,100189.73
420917,202508,29,22,7,33398.65,10626,44024.65
420920,202508,22,15,7,22770,10626,33396
420930,202508,4739,3479,1260,5282834.53,1914229.26,7197063.79
420940,202508,743,519,224,787909.1,340042.2,1127951.3
420945,202508,17,13,4,19734,6072,25806
420950,202508,58,43,15,65275.94,22770,88045.94
420960,202508,134,103,31,156361.52,47058.45,203419.97
420970,202508,344,288,56,438731.56,85009.13,523740.69
420980,202508,28,25,3,37950.6,4554,42504.6
420985,202508,56,46,10,69830.61,15181.01,85011.62
420990,202508,117,92,25,139662.57,37954.32,177616.89
421000,202508,95,57,38,86529.47,57684,144213.47
421003,202508,32,25,7,37951.15,10626,48577.15
421005,202508,8,6,2,9108.36,3036,12144.36
421010,202508,1045,662,383,1005015.06,581424.37,1586439.43
421020,202508,22,16,6,24289.82,9108.73,33398.55
421030,202508,116,96,20,147252.1,30360.58,177612.68
421040,202508,115,90,25,136629.33,37951.26,174580.59
421050,202508,364,255,109,388616.47,165463.63,554080.10
421055,202508,23,21,2,31878,3036,34914
421060,202508,157,88,69,133589.19,104742.3,238331.49
421070,202508,41,39,2,59204.92,3036.53,62241.45
421080,202508,55,42,13,63757.15,19734.4,83491.55
421085,202508,22,15,7,24288.2,10626.17,34914.37
421090,202508,40,34,6,51616.1,9108,60724.1
421100,202508,132,100,32,151804.38,48576,200380.38
421105,202508,222,178,44,270219.46,66792.6,337012.06
421110,202508,165,123,42,186720.04,63756.08,250476.12
421120,202508,237,158,79,241370.62,119923.59,361294.21
421125,202508,23,15,8,22773.46,12144.97,34918.43
421130,202508,1234,754,480,1144638.38,728649.98,1873288.36
421140,202508,35,26,9,39469.33,13662.95,53132.28
421145,202508,52,43,9,65274.6,13662,78936.6
421150,202508,102,80,22,122962.03,33396.04,156358.07
421160,202508,81,54,27,81975.06,40986.6,122961.66
421165,202508,20,17,3,25806.4,4554,30360.4
421170,202508,173,143,30,218784.04,45540.1,264324.14
421175,202508,248,179,69,271737.01,106260.57,377997.58
421180,202508,40,23,17,34914.82,25806,60720.82
421185,202508,31,24,7,36433.16,10626.23,47059.39
421187,202508,6,5,1,7590.82,1518,9108.82
421189,202508,55,44,11,66795.52,16698,83493.52
421190,202508,3159,2107,1052,3209281.1,1596966.93,4806248.03
421200,202508,113,79,34,119925.32,51612,171537.32
421205,202508,31,24,7,36436.13,10626,47062.13
421210,202508,197,134,63,203417.32,95634,299051.32
421220,202508,332,235,97,356744.59,147246.3,503990.89
421223,202508,45,38,7,57689.98,10626,68315.98
421225,202508,129,88,41,133597.29,62240.63,195837.92
421227,202508,75,60,15,92599.32,22770,115369.32
421230,202508,110,71,39,109299.37,59202.14,168501.51
421240,202508,29,22,7,33397.7,10626,44023.7
421250,202508,563,337,226,513114.53,344598.94,857713.47
421260,202508,36,26,10,39469.12,15180,54649.12
421265,202508,35,28,7,42510.39,10626,53136.39
421270,202508,73,66,7,100190.33,10626,110816.33
421280,202508,538,307,231,466046,350661.52,816707.52
421290,202508,325,212,113,324859.11,171534.49,496393.60
421300,202508,33,27,6,40987.33,9108,50095.33
421310,202508,54,40,14,60722.39,21252,81974.39
421315,202508,51,35,16,53131.93,24288.08,77420.01
421320,202508,145,102,43,154842.45,65274.7,220117.15
421330,202508,161,132,29,200382.81,44022,244404.81
421335,202508,58,39,19,59205.37,28842,88047.37
421340,202508,300,202,98,306644.3,148764.81,455409.11
421350,202508,246,154,92,235305.55,139656.56,374962.11
421360,202508,784,543,241,824300.9,365846.77,1190147.67
421370,202508,221,164,57,248963.35,86528.08,335491.43
421380,202508,199,148,51,224670.22,77418,302088.22
421390,202508,22,16,6,24289.22,9108,33397.22
421400,202508,138,103,35,156355.86,53130,209485.86
421410,202508,20,18,2,27325.42,3036,30361.42
421415,202508,21,19,2,28842.7,3036,31878.7
421420,202508,107,84,23,127514.76,34914.6,162429.36
421430,202508,32,18,14,27325.32,21252,48577.32
421440,202508,77,59,18,89565.91,27324.97,116890.88
421450,202508,98,79,19,119923.79,28842.89,148766.68
421460,202508,57,46,11,69831.84,16698,86529.84
421470,202508,101,59,42,89564.48,63756.65,153321.13
421480,202508,984,713,271,1082382.02,411388.21,1493770.23
421490,202508,29,27,2,40988.64,3036,44024.64
421500,202508,596,343,253,522218.41,385572.8,907791.21
421505,202508,56,48,8,72865.96,12144,85009.96
421507,202508,37,32,5,48578.1,7590,56168.1
421510,202508,72,55,17,83494.26,25806,109300.26
421520,202508,57,46,11,69833.36,16698,86531.36
421530,202508,64,54,10,81972.97,15180,97152.97
421535,202508,30,26,4,39469.29,6072,45541.29
421540,202508,48,39,9,59202.2,13662,72864.2
421545,202508,100,69,31,104754.27,47059.84,151814.11
421550,202508,366,276,90,418988.28,136622.78,555611.06
421555,202508,19,17,2,25807.94,3036,28843.94
421560,202508,13,12,1,18216.22,1518,19734.22
421565,202508,183,124,59,188238.31,89562,277800.31
421567,202508,45,37,8,56166.84,12144,68310.84
421568,202508,37,36,1,54648,1518,56166
421569,202508,9,9,0,13662,,13662.0
421570,202508,382,250,132,379515.98,200378.89,579894.87
421575,202508,30,28,2,44023.53,3036,47059.53
421580,202508,934,567,367,860840.68,558626.9,1419467.58
421590,202508,35,31,4,47058.2,6072,53130.2
421600,202508,169,126,43,191271.39,65274,256545.39
421605,202508,138,96,42,145734.26,63756.2,209490.46
421610,202508,187,140,47,212521.29,71346,283867.29
421620,202508,1384,837,547,1272169.98,830362.94,2102532.92
421625,202508,24,20,4,30361.7,6072,36433.7
421630,202508,426,266,160,403820.86,242884.75,646705.61
421635,202508,49,37,12,56172.61,18216.85,74389.46
421640,202508,179,143,36,217086.75,54648,271734.75
421650,202508,408,262,146,397736.31,221631.94,619368.25
421660,202508,3915,2532,1383,3846872.98,2099425.7,5946298.68
421670,202508,166,117,49,177610.74,74382,251992.74
421680,202508,290,262,28,397727.95,42504.2,440232.15
421690,202508,412,289,123,438725.47,186718.52,625443.99
421700,202508,67,52,15,78937.29,22770.4,101707.69
421710,202508,19,19,0,28842.97,,28842.97
421715,202508,7,6,1,9108.68,1518,10626.68
421720,202508,619,442,177,672502.31,268687.91,941190.22
421725,202508,65,37,28,56170.28,42505.8,98676.08
421730,202508,22,16,6,24288,9108,33396
421740,202508,144,76,68,115372.71,103224,218596.71
421750,202508,214,158,56,239847.59,85008,324855.59
421755,202508,23,21,2,31878.6,3036,34914.6
421760,202508,150,105,45,159402.6,68310.87,227713.47
421770,202508,950,650,300,986753.53,455410.56,1442164.09
421775,202508,29,20,9,30361.89,13662.09,44023.98
421780,202508,234,178,56,270211.87,85008,355219.87
421790,202508,148,124,24,188236.05,36432.06,224668.11
421795,202508,20,14,6,21252.65,9108,30360.65
421800,202508,761,458,303,696814.85,459962.34,1156777.19
421810,202508,95,82,13,124482.18,19734,144216.18
421820,202508,417,279,138,423541.75,209484.58,633026.33
421825,202508,235,207,28,314250.06,42504.81,356754.87
421830,202508,271,186,85,282362.49,129034.37,411396.86
421835,202508,9,3,6,4554.71,9108,13662.71
421840,202508,62,51,11,77421.37,16699.33,94120.70
421850,202508,79,64,15,97154.78,22770.02,119924.80
421860,202508,57,41,16,62240.31,24288,86528.31
421870,202508,1544,1102,442,1674454.27,670968.48,2345422.75
421875,202508,56,46,10,69829.67,15180.15,85009.82
421880,202508,213,157,56,238338.88,85009.06,323347.94
421885,202508,25,18,7,27324,10626.33,37950.33
421890,202508,199,146,53,221642.75,80455.45,302098.20
421895,202508,79,66,13,100190,19734.5,119924.5
421900,202508,160,118,42,179136.43,63756.4,242892.83
421910,202508,71,39,32,59205.53,48576,107781.53
421915,202508,36,31,5,47059.1,7590,54649.1
421917,202508,66,52,14,78936.2,21252,100188.2
421920,202508,51,44,7,66792.56,10626.82,77419.38
421930,202508,684,554,130,841010.18,197341.51,1038351.69
421935,202508,45,37,8,56167.99,12144,68311.99
421940,202508,63,53,10,80456.46,15180,95636.46
421950,202508,1073,715,358,1088425.83,543447.25,1631873.08
421960,202508,45,37,8,56166.7,12144,68310.7
421970,202508,378,245,133,374965.16,201896.01,576861.17
421985,202508,25,18,7,27325.68,10626,37951.68
422000,202508,77,62,15,94124.96,22772.02,116896.98
430003,202508,221,79,142,119926.42,215556.38,335482.80
430005,202508,40,31,9,47058.11,13662,60720.11
430010,202508,288,210,78,318786.98,118404,437190.98
430020,202508,137,96,41,145731.85,62238.24,207970.09
430030,202508,164,129,35,195826.86,53130,248956.86
430040,202508,3300,2044,1256,3104384.81,1906614.03,5010998.84
430045,202508,92,83,9,125995.8,13662,139657.8
430047,202508,7,6,1,9108,1518,10626
430050,202508,94,82,12,124478.14,18216,142694.14
430055,202508,20,17,3,25806,4554,30360
430057,202508,8,4,4,6072.82,6072,12144.82
430060,202508,5716,3487,2229,5299649.75,3388218.97,8687868.72
430063,202508,64,53,11,80455.76,16698,97153.76
430064,202508,186,152,34,230737.16,51612,282349.16
430066,202508,11,7,4,10626,6072,16698
430070,202508,42,35,7,53130,10626,63756
430080,202508,90,66,24,100189.94,36432.4,136622.34
430085,202508,46,26,20,39468.22,30360.68,69828.90
430087,202508,51,38,13,57689.25,19734.5,77423.75
430090,202508,72,59,13,89562.6,19734,109296.6
430100,202508,168,125,43,189754.25,65274,255028.25
430105,202508,286,179,107,271738.87,162426.1,434164.97
430107,202508,20,17,3,25807.32,4554,30361.32
430110,202508,556,305,251,462997.21,381019.49,844016.70
430120,202508,207,191,16,289942.41,24288,314230.41
430130,202508,940,564,376,856175.8,570770.08,1426945.88
430140,202508,181,165,16,250472.57,24288,274760.57
430150,202508,120,80,40,121442.42,60720,182162.42
430155,202508,34,29,5,44022.96,7590,51612.96
430160,202508,4915,2957,1958,4488851.85,2976827.36,7465679.21
430163,202508,639,336,303,510069.01,459958.42,970027.43
430165,202508,35,23,12,34915.62,19734,54649.62
430170,202508,113,93,20,141178.09,30360,171538.09
430175,202508,98,82,16,124477,24288,148765
430180,202508,119,90,29,136620.28,44022,180642.28
430185,202508,44,32,12,48576.4,18216,66792.4
430187,202508,141,53,88,80460.09,133584.6,214044.69
430190,202508,288,155,133,236819.93,201897.31,438717.24
430192,202508,14,10,4,15180,6072,21252
430195,202508,17,13,4,19734.8,6072.66,25807.46
430200,202508,173,149,24,226188.23,36432,262620.23
430205,202508,19,19,0,28843.35,,28843.35
430210,202508,1015,764,251,1161311.24,381020.06,1542331.30
430215,202508,15,15,0,22770.48,,22770.48
430220,202508,84,59,25,89562.07,39468,129030.07
430222,202508,18,8,10,12144,15180,27324
430223,202508,26,17,9,25806,13662,39468
430225,202508,5,3,2,4554,3036,7590
430230,202508,396,257,139,391650.91,212520,604170.91
430235,202508,54,37,17,56167.33,25806,81973.33
430237,202508,22,17,5,25806,7590,33396
430240,202508,137,94,43,142698.03,65274,207972.03
430245,202508,76,63,13,95634.6,19734,115368.6
430250,202508,197,124,73,188233.92,110814,299047.92
430258,202508,10,8,2,12145.39,3036,15181.39
430260,202508,37,34,3,53130.4,4554,57684.4
430265,202508,43,37,6,56166.83,9108,65274.83
430270,202508,637,435,202,660359.51,306637.29,966996.80
430280,202508,1310,786,524,1194698.94,796952.96,1991651.90
430290,202508,469,240,229,364334.93,347623.84,711958.77
430300,202508,2608,1522,1086,2312052,1650098.45,3962150.45
430310,202508,2807,1491,1316,2265042.64,1997728.03,4262770.67
430320,202508,75,57,18,86526,27324,113850
430330,202508,96,75,21,113851.33,31878,145729.33
430340,202508,92,75,17,113852.24,25806,139658.24
430350,202508,1975,1249,726,1897542.75,1102070.65,2999613.40
430355,202508,22,20,2,30360,3036,33396
430360,202508,131,76,55,115369.55,83490,198859.55
430367,202508,50,34,16,51612,24288,75900
430370,202508,79,72,7,109296.22,10626,119922.22
430380,202508,109,77,32,116887.28,48576,165463.28
430390,202508,863,536,327,813584.93,496389.62,1309974.55
430400,202508,281,198,83,302085.57,125994.23,428079.80
430410,202508,64,53,11,80454,16698,97152
430420,202508,630,416,214,631523.93,324854.92,956378.85
430430,202508,56,50,6,75900,9108,85008
430435,202508,193,134,59,203416.37,89562.97,292979.34
430440,202508,786,476,310,722596.98,473618.07,1196215.05
430450,202508,1526,1283,243,1950678.42,368874.2,2319552.62
430460,202508,7614,4128,3486,6272683.3,5299413.69,11572096.99
430461,202508,22,20,2,30360.4,3036,33396.4
430462,202508,8,7,1,10627.06,1518,12145.06
430463,202508,1880,1136,744,1726032.1,1129398.68,2855430.78
430465,202508,27,19,8,28842.92,12144,40986.92
430466,202508,1003,710,293,1080862.71,446300.13,1527162.84
430467,202508,168,93,75,141174.86,113850,255024.86
430468,202508,217,127,90,192792.61,136620.81,329413.42
430469,202508,26,18,8,27324,12144,39468
430470,202508,1385,819,566,1243735.5,862255.98,2105991.48
430471,202508,117,86,31,130554.84,47058,177612.84
430480,202508,181,130,51,197343.66,77418,274761.66
430485,202508,8,8,0,12144.4,,12144.4
430490,202508,78,58,20,88045.55,30360,118405.55
430495,202508,40,31,9,47058.8,13662,60720.8
430500,202508,221,152,69,230736.92,106260,336996.92
430510,202508,4917,3141,1776,4781868.73,2697503.52,7479372.25
430511,202508,14,12,2,18216,3036,21252
430512,202508,228,163,65,247436.8,98671.38,346108.18
430513,202508,68,55,13,83490.99,19734.61,103225.60
430515,202508,33,31,2,47058.35,3036,50094.35
430517,202508,204,173,31,264133.89,47058,311191.89
430520,202508,358,251,107,382541.82,162427.12,544968.94
430530,202508,94,57,37,86527.25,56166,142693.25
430535,202508,567,340,227,516140.15,346109.5,862249.65
430537,202508,18,18,0,27324,,27324.0
430540,202508,87,65,22,98670.11,33396,132066.11
430543,202508,540,157,383,238328.97,582914.64,821243.61
430544,202508,60,55,5,83491.33,7590.89,91082.22
430545,202508,555,302,253,458481.16,384063.47,842544.63
430550,202508,47,39,8,59202.4,12144,71346.4
430558,202508,4,3,1,4554,1518,6072
430560,202508,53,36,17,54648.73,25806,80454.73
430570,202508,135,59,76,89565.17,115368,204933.17
430580,202508,138,112,26,170017.11,39468,209485.11
430583,202508,17,17,0,25806.49,,25806.49
430585,202508,17,12,5,18216.9,7590,25806.9
430587,202508,14,11,3,16698,4554,21252
430590,202508,232,192,40,291459.74,60720,352179.74
430593,202508,1,1,0,1518,,1518.0
430595,202508,20,14,6,21252,9108,30360
430597,202508,36,24,12,36432.66,18216,54648.66
430600,202508,278,206,72,312709.93,109296,422005.93
430605,202508,246,146,100,221629.99,151800,373429.99
430607,202508,44,36,8,54648.51,12144,66792.51
430610,202508,2148,1130,1018,1716894.03,1545331.29,3262225.32
430613,202508,6,6,0,9108,,9108.0
430620,202508,118,84,34,127515.97,51612,179127.97
430630,202508,40,37,3,56166.76,4554,60720.76
430632,202508,29,25,4,37950.6,6072,44022.6
430635,202508,44,37,7,56166,10626,66792
430637,202508,75,35,40,54648,60720.96,115368.96
430640,202508,199,125,74,189761.85,112332.3,302094.15
430642,202508,17,15,2,22770,3036,25806
430645,202508,37,30,7,45540,10626,56166
430650,202508,271,221,50,335481.98,75900.2,411382.18
430655,202508,23,20,3,30362.63,4554.74,34917.37
430660,202508,1192,594,598,903233.21,909286.37,1812519.58
430670,202508,68,47,21,71346.62,31878,103224.62
430673,202508,103,64,39,97152.07,59202,156354.07
430675,202508,7,5,2,7590,3036,10626
430676,202508,951,602,349,915500.68,532821.92,1448322.60
430680,202508,288,204,84,311198.47,127512.66,438711.13
430690,202508,722,498,224,755990.56,340033.91,1096024.47
430692,202508,9,8,1,12144.7,1518,13662.7
430693,202508,164,115,49,174574.61,74382.27,248956.88
430695,202508,69,53,16,80454.2,24288,104742.2
430697,202508,72,48,24,72864,36432,109296
430700,202508,1520,1025,495,1559024.47,751415.87,2310440.34
430705,202508,43,35,8,53130.7,12144,65274.7
430710,202508,276,178,98,270205.31,148764,418969.31
430720,202508,107,90,17,136625.42,25806,162431.42
430730,202508,182,156,26,236808.82,39468,276276.82
430740,202508,110,72,38,109296.33,57684,166980.33
430745,202508,31,18,13,27324.3,19734,47058.3
430750,202508,345,230,115,349144.77,174572.14,523716.91
430755,202508,100,59,41,89565.96,62238,151803.96
430760,202508,550,320,230,487291.46,350659.7,837951.16
430770,202508,2309,1383,926,2099517.98,1405690.3,3505208.28
430780,202508,444,295,149,447814.76,226182,673996.76
430781,202508,34,32,2,48576,3036,51612
430783,202508,83,61,22,92599.52,33396,125995.52
430786,202508,4,4,0,6072,,6072.0
430790,202508,682,432,250,657311.35,379501.92,1036813.27
430800,202508,178,124,54,189753.61,81972.82,271726.43
430805,202508,34,28,6,42504,9108,51612
430807,202508,86,57,29,86527.45,44022,130549.45
430810,202508,91,65,26,98671.82,39468,138139.82
430820,202508,200,128,72,194308.53,109296.96,303605.49
430825,202508,16,13,3,19734,4554,24288
430830,202508,330,299,31,455403.87,47058,502461.87
430840,202508,162,107,55,162427.58,83490,245917.58
430843,202508,8,4,4,6072,6072,12144
430845,202508,91,56,35,85008.86,53130,138138.86
430850,202508,689,495,194,752935.32,296011.03,1048946.35
430860,202508,242,165,77,250478.45,116886.32,367364.77
430865,202508,83,42,41,63756,62238,125994
430870,202508,74,56,18,86529.46,27324,113853.46
430880,202508,199,133,66,201896.78,100189.42,302086.20
430885,202508,13,11,2,16698,3036,19734
430890,202508,346,219,127,332447.34,192786,525233.34
