ibge,anomes,bpc_ben,bpc_pcd_ben,bpc_idoso_ben,bpc_pcd_val,bpc_idoso_val,bpc_val
421875,202503,54,45,9,68310.33,13662,81972.33
421880,202503,211,157,54,238337.63,81973,320310.63
421885,202503,21,15,6,22770,9108.84,31878.84
421890,202503,195,140,55,212534.14,83491.65,296025.79
421895,202503,72,62,10,94118.82,15180.77,109299.59
421900,202503,162,119,43,180656.97,65274.4,245931.37
421910,202503,72,41,31,62241.03,47058,109299.03
421915,202503,35,30,5,45541.58,7590,53131.58
421917,202503,61,49,12,74382.2,18216,92598.2
421920,202503,50,43,7,65274.32,10626.38,75900.70
421930,202503,693,560,133,850117.29,201896.01,1052013.30
421935,202503,43,36,7,54649.32,10626,65275.32
421940,202503,61,50,11,75901.54,16698,92599.54
421950,202503,1095,726,369,1102093.58,560147.35,1662240.93
421960,202503,48,40,8,60720.7,12144,72864.7
421970,202503,378,243,135,368893.73,204931.61,573825.34
421985,202503,24,17,7,25806.92,10626,36432.92
422000,202503,63,51,12,77428.89,18218.58,95647.47
430003,202503,191,68,123,103226.76,186715.44,289942.20
430005,202503,40,32,8,48577.56,12144,60721.56
430010,202503,282,208,74,315751.86,112332,428083.86
430020,202503,137,96,41,145732.51,62238.24,207970.75
430030,202503,163,127,36,192791.58,54648.6,247440.18
430040,202503,3275,2023,1252,3070980.02,1900538.91,4971518.93
430045,202503,90,83,7,125995.75,10626,136621.75
430047,202503,8,7,1,10626,1518,12144
430050,202503,97,84,13,127514.74,19734,147248.74
430055,202503,19,16,3,24288,4554,28842
430057,202503,9,4,5,6072.02,7590,13662.02
430060,202503,5547,3360,2187,5102244.51,3319914.02,8422158.53
430063,202503,63,51,12,77418.7,18216,95634.7
430064,202503,190,156,34,236808.21,51612,288420.21
430066,202503,10,6,4,9108,6072,15180
430070,202503,40,34,6,51612,9108,60720
430080,202503,93,68,25,103226.39,37950,141176.39
430085,202503,48,24,24,36433.12,36432.68,72865.80
430087,202503,51,39,12,59205.95,18216,77421.95
430090,202503,71,58,13,88044.6,19734,107778.6
430100,202503,175,125,50,189753.28,75900.22,265653.50
430105,202503,283,179,104,271738.91,157872.84,429611.75
430107,202503,26,23,3,34915.82,4554,39469.82
430110,202503,570,312,258,473619.94,391645.37,865265.31
430120,202503,203,187,16,283871.45,24288,308159.45
430130,202503,915,544,371,827331.7,563180.04,1390511.74
430140,202503,166,152,14,230737.32,21252,251989.32
430150,202503,116,77,39,116888.33,59202,176090.33
430155,202503,31,27,4,40986.67,6072,47058.67
430160,202503,4644,2799,1845,4250532.46,2800733.78,7051266.24
430163,202503,597,308,289,467565.03,440226.1,907791.13
430165,202503,40,26,14,39469.4,21252,60721.4
430170,202503,102,84,18,127516.12,27324,154840.12
430175,202503,91,79,12,119923,18216,138139
430180,202503,118,91,27,138139.79,40986,179125.79
430185,202503,41,28,13,42504.95,19734,62238.95
430187,202503,136,52,84,78941.99,127512.6,206454.59
430190,202503,273,146,127,221639.66,192789.07,414428.73
430192,202503,14,10,4,15180,6072,21252
430195,202503,19,15,4,22770.53,6072.66,28843.19
430200,202503,165,142,23,215562.28,34914,250476.28
430205,202503,19,19,0,28842.92,,28842.92
430210,202503,1011,755,256,1146133.26,388608.99,1534742.25
430215,202503,14,14,0,21252,,21252.0
430220,202503,84,57,27,86526.65,40986,127512.65
430222,202503,18,8,10,12144,15180,27324
430223,202503,24,16,8,24288,12144,36432
430225,202503,4,3,1,4554,1518,6072
430230,202503,408,266,142,403795.99,215556.66,619352.65
430235,202503,56,34,22,51612.86,33396,85008.86
430237,202503,20,15,5,22770,7590,30360
430240,202503,136,95,41,144214.85,62238,206452.85
430245,202503,73,59,14,89562.6,21252,110814.6
430250,202503,188,121,67,183680.79,101706,285386.79
430258,202503,13,10,3,15181.88,4554,19735.88
430260,202503,41,38,3,57684,4554,62238
430265,202503,44,38,6,57685.3,9108,66793.3
430270,202503,621,419,202,636071.6,306638.27,942709.87
430280,202503,1244,739,505,1121829.14,766591.24,1888420.38
430290,202503,440,229,211,347637.88,320298.87,667936.75
430300,202503,2637,1530,1107,2322673.78,1681971.52,4004645.30
430310,202503,2843,1509,1334,2290858.68,2025053.3,4315911.98
430320,202503,73,55,18,83490,27324,110814
430330,202503,95,76,19,115369.56,28842,144211.56
430340,202503,92,76,16,115369.64,24288,139657.64
430350,202503,1985,1253,732,1902093.34,1114215.21,3016308.55
430355,202503,22,20,2,30360,3036,33396
430360,202503,131,77,54,116887.25,81972,198859.25
430367,202503,51,37,14,56166,21252,77418
430370,202503,77,70,7,106260.69,10626,116886.69
430380,202503,111,80,31,121440.98,47058,168498.98
430390,202503,828,507,321,769565.24,487283.46,1256848.70
430400,202503,284,196,88,297529.72,133584.23,431113.95
430410,202503,58,48,10,72864,15180,88044
430420,202503,625,413,212,626962.61,321818.72,948781.33
430430,202503,57,52,5,78936,7590,86526
430435,202503,191,131,60,198862.77,91080.97,289943.74
430440,202503,767,470,297,713489.05,450847.87,1164336.92
430450,202503,1477,1246,231,1891476.3,350658.7,2242135.0
430460,202503,7633,4135,3498,6277246.8,5310043.68,11587290.48
430461,202503,20,18,2,27324,3036,30360
430462,202503,7,6,1,9109.06,1518,10627.06
430463,202503,1835,1098,737,1666819.96,1118771.83,2785591.79
430465,202503,26,20,6,30361.19,9108,39469.19
430466,202503,969,678,291,1029252.84,441744.74,1470997.58
430467,202503,158,89,69,135102.7,104742,239844.7
430468,202503,200,120,80,182167.11,121440.81,303607.92
430469,202503,25,17,8,25806,12144,37950
430470,202503,1361,787,574,1195165.34,872879.12,2068044.46
430471,202503,108,80,28,121446.67,42504,163950.67
430480,202503,187,135,52,204932.9,78936,283868.9
430485,202503,9,9,0,13662.4,,13662.4
430490,202503,78,59,19,89563.12,28842,118405.12
430495,202503,39,28,11,42505.2,16698,59203.2
430500,202503,220,154,66,233773.02,100188,333961.02
430510,202503,5083,3239,1844,4916959.99,2799209.86,7716169.85
430511,202503,14,12,2,18216,3036,21252
430512,202503,228,160,68,242883.31,103224.81,346108.12
430513,202503,63,52,11,78936.33,16698,95634.33
430515,202503,32,28,4,42505.05,6072,48577.05
430517,202503,200,174,26,264135.86,39468,303603.86
430520,202503,372,266,106,403795.21,160908.91,564704.12
430530,202503,94,55,39,83491.26,59202,142693.26
430535,202503,568,340,228,516140.4,346112.17,862252.57
430537,202503,17,17,0,25806,,25806.0
430540,202503,92,68,24,103224.66,36432,139656.66
430543,202503,498,152,346,230738.34,525229.82,755968.16
430544,202503,59,53,6,80457.17,9108.89,89566.06
430545,202503,548,295,253,447854.25,384066.97,831921.22
430550,202503,47,38,9,57684.4,13662,71346.4
430558,202503,5,4,1,6072,1518,7590
430560,202503,53,37,16,56166.73,24288,80454.73
430570,202503,133,58,75,88047.66,113850,201897.66
430580,202503,132,109,23,165463.71,34914,200377.71
430583,202503,19,19,0,28842.49,,28842.49
430585,202503,16,11,5,16698.9,7590,24288.9
430587,202503,14,12,2,18216,3036,21252
430590,202503,216,179,37,271728.8,56166.96,327895.76
430593,202503,0,0,0,,,0.0
430595,202503,21,15,6,22770,9108,31878
430597,202503,36,24,12,36432.66,18216,54648.66
430600,202503,268,197,71,299047,107778,406825
430605,202503,237,136,101,206449.93,153318,359767.93
430607,202503,42,34,8,51612.9,12144,63756.9
430610,202503,2146,1109,1037,1685034.59,1574170.44,3259205.03
430613,202503,5,5,0,7590,,7590.0
430620,202503,115,80,35,121446.58,53130,174576.58
430630,202503,45,40,5,60720.79,7590,68310.79
430632,202503,26,25,1,37950.6,1518,39468.6
430635,202503,40,35,5,53130,7590,60720
430637,202503,76,39,37,59202,56166.87,115368.87
430640,202503,201,131,70,198868.9,106260,305128.9
430642,202503,17,15,2,22770,3036,25806
430645,202503,37,30,7,45540.12,10626,56166.12
430650,202503,275,223,52,338518.37,78936.2,417454.57
430655,202503,20,17,3,25808.63,4554.74,30363.37
430660,202503,1150,577,573,875905.35,869818.34,1745723.69
430670,202503,73,51,22,77419.52,33396,110815.52
430673,202503,104,69,35,104743.19,53130,157873.19
430675,202503,9,7,2,10626,3036,13662
430676,202503,934,580,354,880586.06,537378.76,1417964.82
430680,202503,280,195,85,296017.49,129030.66,425048.15
430690,202503,699,473,226,718038.61,343070,1061108.61
430692,202503,7,6,1,9108.7,1518,10626.7
430693,202503,162,110,52,166983.74,78936.27,245920.01
430695,202503,65,51,14,77418.5,21252,98670.5
430697,202503,67,43,24,65274,36432,101706
430700,202503,1523,1024,499,1554476.52,757485.96,2311962.48
430705,202503,37,30,7,45540.3,10626.3,56166.6
430710,202503,275,182,93,276277.47,141174,417451.47
430720,202503,104,86,18,130550.54,27324,157874.54
430730,202503,178,150,28,227700.42,42504,270204.42
430740,202503,109,69,40,104742.98,60720,165462.98
430745,202503,28,16,12,24288.3,18216,42504.3
430750,202503,328,215,113,326374.12,171536.14,497910.26
430755,202503,91,54,37,81975.92,56166,138141.92
430760,202503,519,287,232,435680.39,352178.09,787858.48
430770,202503,2304,1358,946,2061556.54,1436046.83,3497603.37
430780,202503,441,292,149,443259.74,226182,669441.74
430781,202503,33,32,1,48577.3,1518,50095.3
430783,202503,85,66,19,100188,28842,129030
430786,202503,4,4,0,6072,,6072.0
430790,202503,688,439,249,666419.89,377984.87,1044404.76
430800,202503,184,131,53,198860.71,81972.6,280833.31
430805,202503,27,22,5,33396,7590,40986
430807,202503,81,51,30,77419.12,45540,122959.12
430810,202503,91,66,25,100189.45,37950,138139.45
430820,202503,201,126,75,191274.43,113850.29,305124.72
430825,202503,16,12,4,18216,6072,24288
430830,202503,327,297,30,450851.45,45540,496391.45
430840,202503,159,100,59,151801.64,89562,241363.64
430843,202503,9,4,5,6072,7590,13662
430845,202503,88,54,34,81972.94,51612,133584.94
430850,202503,668,476,192,722575.98,291457.1,1014033.08
430860,202503,233,157,76,238331.6,115368.32,353699.92
430865,202503,87,43,44,65274,66792,132066
430870,202503,74,56,18,85011.53,27324.04,112335.57
430880,202503,202,136,66,206452.22,100188.6,306640.82
430885,202503,12,10,2,15180,3036,18216
430890,202503,324,205,119,311196.28,180642,491838.28
430900,202503,575,402,173,610243.09,262614,872857.09
430905,202503,209,114,95,173059.74,144210.62,317270.36
430910,202503,351,189,162,286914.65,245917.68,532832.33
430912,202503,9,9,0,13662.34,,13662.34
430915,202503,40,39,1,59202.53,1518,60720.53
430920,202503,6411,3482,2929,5286011.49,4446291.42,9732302.91
430925,202503,6,6,0,9108,,9108.0
430930,202503,2721,1606,1115,2438004.5,1692581.8,4130586.3
430940,202503,323,207,116,314231.4,176089.8,490321.2
430950,202503,164,132,32,200377.25,48576,248953.25
430955,202503,35,25,10,37953.3,15180,53133.3
430957,202503,28,26,2,39468.4,3036,42504.4
430960,202503,293,201,92,305121.3,139656,444777.3
430965,202503,137,91,46,138139.5,69828.79,207968.29
430970,202503,98,76,22,115368,33396,148764
430975,202503,59,50,9,75903.05,13662,89565.05
430980,202503,66,38,28,57684.85,42504,100188.85
430990,202503,114,89,25,135102.99,37950,173052.99
430995,202503,134,121,13,183678.5,19734,203412.5
431000,202503,289,150,139,227704.92,211002,438706.92
431010,202503,477,308,169,467569.02,256544.37,724113.39
431020,202503,2235,1363,872,2069075.54,1323698.5,3392774.04
431030,202503,43,34,9,51612,13662,65274
431033,202503,691,380,311,576897.25,472117.19,1049014.44
431036,202503,15,11,4,16698.8,6072,22770.8
431040,202503,173,117,56,177607.42,85008,262615.42
431041,202503,44,31,13,47058,19734,66792
431043,202503,48,30,18,45540,27324,72864
431046,202503,10,8,2,12144,3036,15180
431050,202503,231,152,79,230737.44,119922,350659.44
431053,202503,100,54,46,81977.56,69830.26,151807.82
431055,202503,70,41,29,62238,44022,106260
431057,202503,24,24,0,36432,,36432.0
431060,202503,1746,1131,615,1716891.61,933571.82,2650463.43
431065,202503,27,21,6,31880.07,9108,40988.07
431070,202503,73,64,9,97152.73,13662,110814.73
431075,202503,10,9,1,13662,1518,15180
431080,202503,140,85,55,129034.57,83490,212524.57
431085,202503,42,39,3,59202.72,4554,63756.72
431087,202503,25,22,3,33396,4554,37950
431090,202503,42,33,9,50096.02,13662,63758.02
431100,202503,1510,904,606,1372325.76,919913.11,2292238.87
431110,202503,239,144,95,218598.4,144210,362808.4
431112,202503,34,24,10,36433.17,15180,51613.17
431113,202503,33,23,10,34914,15180,50094
431115,202503,165,124,41,188233.8,62238,250471.8
431120,202503,668,395,273,599634.74,414414.89,1014049.63
431123,202503,9,9,0,13662.07,,13662.07
431125,202503,111,99,12,150282.66,18216,168498.66
431127,202503,6,2,4,3036,6072,9108
431130,202503,777,520,257,789382.53,391646.19,1181028.72
431140,202503,1077,760,317,1153712.88,481210.02,1634922.90
431142,202503,25,21,4,31878.92,6072,37950.92
431150,202503,226,153,73,232259.29,110814.84,343074.13
431160,202503,39,35,4,53130.7,6072,59202.7
431162,202503,11,10,1,15182.44,1518,16700.44
431164,202503,8,7,1,10626,1518,12144
431170,202503,142,96,46,145728,69828,215556
431171,202503,96,54,42,81972,63756,145728
431173,202503,15,14,1,21253.46,1518.82,22772.28
431175,202503,211,121,90,183681.89,136620,320301.89
431177,202503,145,101,44,153323.61,66792.87,220116.48
431179,202503,17,13,4,19734.2,6072,25806.2
431180,202503,486,303,183,459963.03,277794.75,737757.78
431190,202503,72,53,19,80454.6,28842.1,109296.7
431198,202503,101,71,30,107621.88,45540.02,153161.90
431200,202503,23,19,4,28842,6072,34914
431205,202503,29,27,2,40987.55,3036,44023.55
431210,202503,114,71,43,107779.87,65274,173053.87
431213,202503,34,27,7,40987.05,10626,51613.05
431215,202503,22,21,1,31880.94,1518,33398.94
431217,202503,9,8,1,12144.61,1518,13662.61
431220,202503,67,56,11,85009.58,16698,101707.58
431225,202503,206,109,97,165463.27,147246,312709.27
431230,202503,92,75,17,113853.46,25806,139659.46
431235,202503,4,4,0,6072,,6072.0
431237,202503,21,18,3,27324.73,4554,31878.73
431238,202503,13,9,4,13662,6072,19734
431240,202503,1288,842,446,1278221.79,677034.05,1955255.84
431242,202503,51,48,3,72864.6,4554,77418.6
431244,202503,52,42,10,63758.15,15180,78938.15
431245,202503,67,53,14,80455.54,21252.6,101708.14
431247,202503,19,14,5,21252,7590,28842
431250,202503,327,173,154,262617.25,233772,496389.25
431260,202503,54,48,6,72864.6,9108,81972.6
431261,202503,27,21,6,31879.93,9108,40987.93
431262,202503,17,13,4,19734,6072,25806
431265,202503,163,96,67,145729.66,103224,248953.66
431267,202503,22,16,6,24288,9108,33396
431270,202503,394,291,103,441744.83,156355.1,598099.93
431275,202503,35,30,5,45540.91,7590,53130.91
431280,202503,25,19,6,28842,9108,37950
431290,202503,31,28,3,42506.01,4554,47060.01
431295,202503,5,2,3,3036,4554,7590
431300,202503,29,23,6,34914,9108,44022
431301,202503,12,11,1,16698,1518,18216
431303,202503,63,36,27,54649.68,40986,95635.68
431306,202503,263,134,129,203416.07,195822.51,399238.58
431308,202503,9,8,1,12145.55,1518,13663.55
431310,202503,62,47,15,71346.98,22770,94116.98
431320,202503,269,177,92,268687.27,139656,408343.27
431330,202503,263,189,74,286905.83,112332,399237.83
431333,202503,28,22,6,33396,9108,42504
431335,202503,14,10,4,15180.05,6072,21252.05
431337,202503,562,301,261,456944.39,396204.9,853149.29
431339,202503,33,25,8,37950,12144,50094
431340,202503,3970,2270,1700,3446033.06,2580635.24,6026668.30
431342,202503,43,29,14,44022.4,21252,65274.4
431344,202503,32,31,1,47059.03,1518,48577.03
431346,202503,8,7,1,10626.4,1518,12144.4
431349,202503,40,37,3,56167.4,4554,60721.4
431350,202503,1230,760,470,1153764.58,713468.79,1867233.37
431360,202503,64,45,19,68310,28842,97152
431365,202503,423,203,220,308160.98,333962.11,642123.09
431370,202503,1397,840,557,1276683.15,845534.09,2122217.24
431380,202503,117,105,12,159394.14,18216,177610.14
431390,202503,547,334,213,507022.64,323335.32,830357.96
431395,202503,370,174,196,264136.01,297528.64,561664.65
431400,202503,47,30,17,45540,25806,71346
431402,202503,102,76,26,115371.24,39469.51,154840.75
431403,202503,39,28,11,42504.2,16698,59202.2
431405,202503,932,609,323,924497.84,490318.11,1414815.95
431406,202503,39,34,5,51612.14,7590,59202.14
431407,202503,54,43,11,65274.82,16698,81972.82
431410,202503,4219,2652,1567,4027459.26,2380275.24,6407734.50
431413,202503,16,13,3,19734.2,4554,24288.2
431415,202503,94,72,22,109299.86,33396.6,142696.46
431417,202503,18,11,7,16698,10626,27324
431420,202503,445,301,144,456926.28,218592.9,675519.18
431430,202503,81,36,45,54648.16,68310,122958.16
431440,202503,12016,8237,3779,12507326.17,5736659.83,18243986.00
431442,202503,30,18,12,27324,18216,45540
431445,202503,35,33,2,50094.96,3036,53130.96
431446,202503,5,5,0,7590.5,,7590.5
431447,202503,92,71,21,107778.51,31878,139656.51
431449,202503,62,50,12,75900.6,18216,94116.6
431450,202503,459,298,161,452369.07,245916,698285.07
431454,202503,11,6,5,9108.93,7590,16698.93
431455,202503,54,40,14,60721.83,21252,81973.83
431460,202503,581,405,176,614802.41,267169.3,881971.71
431470,202503,152,115,37,174572.78,56166,230738.78
431475,202503,14,11,3,16698,4554,21252
431477,202503,54,36,18,54648.98,27324,81972.98
431478,202503,7,7,0,10626,,10626.0
431480,202503,902,604,298,916901.66,452369.48,1369271.14
431490,202503,42028,24945,17083,37874658.14,25935322.53,63809980.67
431500,202503,80,62,18,94116.6,27324,121440.6
431505,202503,27,20,7,30360,10626,40986
431507,202503,9,9,0,13662.9,,13662.9
431510,202503,274,200,74,303604.28,112332,415936.28
431513,202503,22,21,1,31879.3,1518,33397.3
431514,202503,10,5,5,7591.48,7590,15181.48
431515,202503,98,82,16,124476.66,24288,148764.66
431517,202503,12,10,2,15180,3036,18216
431520,202503,41,35,6,53130.2,9108,62238.2
431530,202503,1471,699,772,1061110.95,1171897.62,2233008.57
431531,202503,19,18,1,27324.7,1518,28842.7
431532,202503,39,31,8,47059.16,12144,59203.16
431535,202503,32,18,14,27325.41,21252,48577.41
431540,202503,144,120,24,182164.17,36432.4,218596.57
431545,202503,14,12,2,18216,3036,21252
431550,202503,413,217,196,329419.34,297531.23,626950.57
431555,202503,15,13,2,19734.2,3036,22770.2
431560,202503,6231,4237,1994,6435175.11,3028461.64,9463636.75
431570,202503,1112,657,455,997354.27,690694.86,1688049.13
431575,202503,54,40,14,60720.45,21253.18,81973.63
431580,202503,104,81,23,122960.91,34914.66,157875.57
431590,202503,159,135,24,204930.8,36432,241362.8
431595,202503,21,17,4,25807.15,6072,31879.15
431600,202503,305,183,122,277812.52,185198.86,463011.38
431610,202503,127,91,36,138143.14,54648.6,192791.74
431620,202503,36,29,7,44022,10626,54648
431630,202503,130,101,29,153318.79,44022,197340.79
431640,202503,1446,911,535,1382925.48,812130.79,2195056.27
431642,202503,40,36,4,56168.02,6072,62240.02
431643,202503,49,23,26,34914,39468,74382
431645,202503,372,228,144,346109,218592,564701
431647,202503,17,16,1,24288,1518,25806
431650,202503,28,18,10,27324,15180,42504
431660,202503,267,176,91,267168.73,138138,405306.73
431670,202503,258,117,141,177608.29,214038,391646.29
431673,202503,13,11,2,16698,3036,19734
431675,202503,34,25,9,37950,13662,51612
431680,202503,1552,1160,392,1760990.8,595068.54,2356059.34
431690,202503,6239,3665,2574,5569806.89,3907380.44,9477187.33
431695,202503,17,11,6,16698,9108,25806
431697,202503,16,12,4,18218.37,6072,24290.37
431700,202503,216,166,50,251989.29,75900,327889.29
431710,202503,4731,2142,2589,3251633.72,3930115.7,7181749.42
431720,202503,1424,927,497,1406456.07,754448.61,2160904.68
431725,202503,3,2,1,3036,1518.66,4554.66
431730,202503,1365,895,470,1358699.69,713472.31,2072172.00
431740,202503,1361,671,690,1018604.4,1047424.59,2066028.99
431750,202503,2040,1395,645,2117669.51,980631.75,3098301.26
431755,202503,8,7,1,10626,1518,12144
431760,202503,1200,788,412,1196214.54,625422.35,1821636.89
431770,202503,462,311,151,472101.44,229218,701319.44
431775,202503,26,20,6,30361.55,9108,39469.55
431780,202503,603,368,235,558629.58,356730,915359.58
431790,202503,150,118,32,179129.14,48576.76,227705.90
431795,202503,13,11,2,16698,3036,19734
431800,202503,3397,1850,1547,2808356.94,2348355.65,5156712.59
431805,202503,19,16,3,24288,4554,28842
431810,202503,616,407,209,617837.94,317262.4,935100.34
431820,202503,420,239,181,362806.58,274759.16,637565.74
431830,202503,2747,1755,992,2664134.95,1505858.32,4169993.27
431840,202503,548,360,188,546505.45,285386.16,831891.61
431842,202503,43,36,7,54648,10626.74,65274.74
431843,202503,13,11,2,16699.86,3036,19735.86
431844,202503,17,12,5,18216.18,7590,25806.18
431845,202503,30,28,2,42504.2,3036,45540.2
431846,202503,31,26,5,39468.12,7590,47058.12
431848,202503,14,10,4,15180,6072,21252
431849,202503,12,10,2,15180,3036,18216
431850,202503,984,782,202,1187128.6,306638.37,1493766.97
431860,202503,128,80,48,121440.62,72864,194304.62
431861,202503,6,3,3,4554,4554,9108
431862,202503,76,55,21,83490.65,31878,115368.65
431870,202503,4957,3062,1895,4648351.93,2876649.59,7525001.52
431880,202503,1190,857,333,1300954.31,505495.29,1806449.60
431890,202503,1286,766,520,1162810.44,789360.6,1952171.04
431900,202503,211,141,70,214039.06,106260,320299.06
431910,202503,60,45,15,68310.8,22770,91080.8
431912,202503,62,47,15,71459.54,22770.3,94229.84
431915,202503,175,140,35,212521.1,53130,265651.1
431920,202503,176,131,45,198858.35,68310.66,267169.01
431930,202503,88,68,20,103224.77,30360,133584.77
431935,202503,8,7,1,10626,1518,12144
431936,202503,11,9,2,13663.39,3036,16699.39
431937,202503,26,20,6,30361,9108,39469
431940,202503,489,336,153,510063.18,232254.7,742317.88
431950,202503,540,342,198,519185.83,300567.9,819753.73
431960,202503,807,465,342,707405.44,519156,1226561.44
431970,202503,62,56,6,85008.16,9108,94116.16
431971,202503,6,6,0,9108,,9108.0
431973,202503,21,16,5,24290.02,7590,31880.02
431975,202503,11,10,1,15180.2,1518,16698.2
431980,202503,244,137,107,207968.37,162426,370394.37
431990,202503,1171,720,451,1093037.39,684634.52,1777671.91
432000,202503,2868,1681,1187,2553399.53,1801882.25,4355281.78
432010,202503,270,182,88,276280.87,133584.84,409865.71
432020,202503,239,206,33,312714.79,50095.33,362810.12
432023,202503,19,16,3,24288,4554,28842
432026,202503,76,65,11,98672.38,16698,115370.38
432030,202503,59,31,28,47058,42504,89562
432032,202503,12,8,4,12144,6072,18216
432035,202503,116,88,28,133584.1,42504,176088.1
432040,202503,110,79,31,119924.66,47058.08,166982.74
432045,202503,6,6,0,9108,,9108.0
432050,202503,84,55,29,83490.66,44022,127512.66
432055,202503,159,113,46,171536.93,69828,241364.93
432057,202503,11,9,2,13662.4,3036,16698.4
432060,202503,34,28,6,42504,9108,51612
432065,202503,27,23,4,34914,6072,40986
432067,202503,94,83,11,125996.52,16698,142694.52
432070,202503,416,343,73,520687.8,110814.15,631501.95
432080,202503,910,664,246,1008015.14,373429.94,1381445.08
432085,202503,27,20,7,30360,10626,40986
432090,202503,341,223,118,338518.26,179124,517642.26
432100,202503,192,124,68,188233.11,103224.29,291457.40
432110,202503,657,424,233,643642.81,355212,998854.81
432120,202503,1369,824,545,1250876.9,827319.43,2078196.33
432130,202503,671,476,195,722581.44,296010.94,1018592.38
432132,202503,21,18,3,27324,4554,31878
432135,202503,91,71,20,107780.35,30360.02,138140.37
432140,202503,299,230,69,349155.68,104743.83,453899.51
432143,202503,320,213,107,323344.29,162427.21,485771.50
432145,202503,397,291,106,441748.57,160908,602656.57
432146,202503,15,15,0,22770,,22770.0
432147,202503,99,70,29,106260,44022,150282
432149,202503,11,9,2,13662,3036,16698
432150,202503,1536,1039,497,1577261.27,754452.37,2331713.64
432160,202503,2724,1538,1186,2334750.89,1801882.64,4136633.53
432162,202503,10,6,4,9108,6072,15180
432163,202503,19,14,5,21252,7590,28842
432166,202503,192,138,54,209874.1,81972.95,291847.05
432170,202503,305,177,128,268696.07,194304.6,463000.67
432180,202503,638,422,216,640601,327993.57,968594.57
432183,202503,21,19,2,28842.42,3036,31878.42
432185,202503,89,71,18,107779.8,27324.88,135104.68
432190,202503,619,389,230,590514.66,349140.24,939654.90
432195,202503,91,72,19,109298.4,28842.6,138141.0
432200,202503,554,363,191,551051,289941.08,840992.08
432210,202503,131,79,52,119923.02,78936,198859.02
432215,202503,36,32,4,48576.56,6072,54648.56
432218,202503,24,24,0,36432.4,,36432.4
432220,202503,745,385,360,584448.81,546484.16,1130932.97
432225,202503,22,15,7,22771.17,10626,33397.17
432230,202503,140,93,47,141175.18,71346.3,212521.48
432232,202503,39,33,6,50095.04,9108,59203.04
432234,202503,6,5,1,7590,1518,9108
432235,202503,4,3,1,4554.23,1518,6072.23
432237,202503,25,18,7,27324,10626,37950
432240,202503,5390,3184,2206,4833460.17,3348724.63,8182184.80
432250,202503,1432,997,435,1513486.2,660333.76,2173819.96
432252,202503,60,55,5,83490.4,7590,91080.4
432253,202503,92,72,20,109298.48,30360,139658.48
432254,202503,34,17,17,25806.6,25806,51612.6
432255,202503,12,11,1,16698,1518,18216
432260,202503,1129,895,234,1358659.34,355213.98,1713873.32
432270,202503,270,215,55,326390.74,83492.19,409882.93
432280,202503,198,151,47,229224.2,71346,300570.2
432285,202503,3,3,0,4554.68,,4554.68
432290,202503,53,41,12,62238.9,18216,80454.9
432300,202503,6554,3766,2788,5716731.04,4233750.1,9950481.14
432310,202503,166,138,28,209485.19,42504,251989.19
432320,202503,24,17,7,25806,10626,36432
432330,202503,21,12,9,18216,13662,31878
432335,202503,10,6,4,9108,6072,15180
432340,202503,32,25,7,37950.78,10626,48576.78
432345,202503,141,98,43,148767.01,65274,214041.01
432350,202503,19,18,1,27324,1518,28842
432360,202503,4,4,0,6072,,6072.0
432370,202503,26,26,0,39470.54,,39470.54
432375,202503,35,33,2,50095.1,3036,53131.1
432377,202503,9,9,0,13662,,13662.0
432380,202503,329,178,151,270223.2,229221.86,499445.06
500020,202503,373,185,188,280839.16,285385.53,566224.69
500025,202503,178,84,94,127514.48,142693.51,270207.99
500060,202503,1863,1251,612,1899104.25,929030.9,2828135.15
500070,202503,667,397,270,602696.6,409867.24,1012563.84
500080,202503,164,132,32,200390.92,48576.98,248967.90
500085,202503,162,131,31,198872.36,47059.07,245931.43
500090,202503,446,214,232,324861.62,352177.75,677039.37
500100,202503,818,419,399,636064.1,605840.47,1241904.57
500110,202503,3055,1605,1450,2438010.36,2201119.24,4639129.60
500124,202503,349,174,175,264137.73,265654.35,529792.08
500150,202503,374,153,221,232263.19,335481.09,567744.28
500190,202503,676,456,220,692248.29,333961.46,1026209.75
500200,202503,250,201,49,305126.69,74383.44,379510.13
500210,202503,1922,640,1282,971541.46,1946088.28,2917629.74
500215,202503,242,152,90,230744.35,136620.6,367364.95
500220,202503,884,546,338,828871.55,513090.98,1341962.53
500230,202503,306,177,129,268692.79,195822.48,464515.27
500240,202503,764,485,279,736264.75,423524.92,1159789.67
500260,202503,658,288,370,437190.81,561661.58,998852.39
500270,202503,40424,18971,21453,28803792.27,32566057.61,61369849.88
500280,202503,211,77,134,116887.11,203412.81,320299.92
500290,202503,1281,806,475,1223553.81,721054.31,1944608.12
500295,202503,605,403,202,611773.08,306637.77,918410.85
500310,202503,154,54,100,81972.3,151801.7,233774.0
500315,202503,995,541,454,821247.16,689174.19,1510421.35
500320,202503,5422,2455,2967,3726823.45,4503918.41,8230741.86
500325,202503,1107,642,465,976121.32,705874.75,1681996.07
500330,202503,1844,970,874,1472447.65,1326746.33,2799193.98
500345,202503,396,282,114,428090.65,173052.76,601143.41
500348,202503,318,192,126,291460.21,191268,482728.21
500350,202503,133,64,69,97154.92,104742.39,201897.31
500370,202503,8584,4022,4562,6106192.82,6925146.41,13031339.23
